time,ret_gross,cost,ret_funding,ret_net,equity,ret_price_only,equity_price_only
2023-10-31,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2023-11-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2023-11-02,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2023-11-03,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2023-11-04,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2023-11-05,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2023-11-06,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2023-11-07,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2023-11-08,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2023-11-09,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2023-11-10,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2023-11-11,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2023-11-12,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2023-11-13,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2023-11-14,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2023-11-15,-0.017810828152394986,0.0009999999999999998,-2.1277199999999844e-05,-0.018832105352394986,0.981167894647605,-0.018810828152394987,0.981189171847605
2023-11-16,0.011809736253794115,0.0013333333333333333,0.00035093423333333335,0.010827337153794116,0.991791330247433,0.010476402920460781,0.9914685049530737
2023-11-17,0.04510815898348404,0.0013333333333333333,0.0007298920999999999,0.044504717750150705,1.0359307234671415,0.04377482565015071,1.03486986589501
2023-11-18,0.02270721685797535,0.0009999999999999998,0.00017707166666666667,0.021884288524642016,1.0586013303110375,0.02170721685797535,1.0573340104937767
2023-11-19,-0.02691167578035055,0.0013333333333333333,-4.6244399999999946e-05,-0.028291253513683882,1.028652171705285,-0.028245009113683883,1.0274696017311722
2023-11-20,0.03938863444718588,0.0013333333333333333,0.0010169017,0.03907220281385255,1.0688438779830638,0.038055301113852545,1.066570266810382
2023-11-21,-0.007227566003418746,0.0013333333333333333,0.00016279476666666666,-0.008398104570085413,1.0598676153266664,-0.00856089933675208,1.0574394661206454
2023-11-22,-0.0793838880087369,0.0016666666666666668,-0.0012711575000000001,-0.08232171217540356,0.9726174985537133,-0.08105055467540356,0.9717334108559045
2023-11-23,0.014014304895413183,0.0019999999999999996,0.0010254550666666667,0.01303975996207985,0.9853001972697724,0.012014304895413183,0.983408112330987
2023-11-24,-0.016614423268360046,0.0013333333333333333,0.0007196449666666666,-0.017228111635026713,0.9683253354771949,-0.017947756601693378,0.9657581428907398
2023-11-25,0.0037447849055676184,0.0006666666666666666,0.0010233452333333333,0.004101463472234285,0.9722968864698937,0.003078118238900952,0.968730860644739
2023-11-26,0.006115633165166315,0.0006666666666666666,0.0005440182000000001,0.0059929846984996486,0.9781238468329065,0.005448966498499648,0.9740094426504549
2023-11-27,-0.00248620314479194,0.0013333333333333333,0.0006996488333333331,-0.00311988764479194,0.9750722103280961,-0.003819536478125273,0.970289178054213
2023-11-28,-0.028537669889186823,0.0013333333333333335,0.0006375099,-0.029233493322520156,0.9465674433784947,-0.029871003222520155,0.9413056668897792
2023-11-29,0.002818885253882852,0.0009999999999999998,0.0013806457333333333,0.0031995309872161854,0.9495960152450742,0.0018188852538828521,0.9430177938866815
2023-11-30,-0.04699651817786558,0.0009999999999999998,0.0019183825666666664,-0.04607813561119891,0.9058404012787575,-0.04799651817786558,0.8977562232003488
2023-12-01,-0.007565252646666333,0.0009999999999999998,0.0012840402999999998,-0.007281212346666332,0.8992447849648575,-0.008565252646666332,0.8900667143335208
2023-12-02,0.01602571287549237,0.0009999999999999998,0.0009579901666666667,0.01598370304215904,0.9136180465699459,0.015025712875492371,0.9034406012231293
2023-12-03,-0.005183836208105103,0.0009999999999999998,0.0001554898333333333,-0.00602834637477177,0.9081104405309799,-0.006183836208105103,0.8978538725214135
2023-12-04,0.028524343481771464,0.0016666666666666668,0.0002987027999999997,0.027156379615104795,0.9327714323864793,0.026857676815104797,0.9219681416567839
2023-12-05,-0.04041846686449779,0.0006666666666666666,-0.0001709115,-0.041256045031164465,0.894288972168159,-0.04108513353116446,0.8840889574453353
2023-12-06,-0.05783391798305226,0.0016666666666666668,0.0027074875666666665,-0.05679309708305226,0.8434995317515097,-0.05950058464971893,0.8314851475949774
2023-12-07,0.01364640721722939,0.0009999999999999998,0.0009887747000000002,0.013635181917229391,0.8550008013140393,0.01264640721722939,0.8420004473665416
2023-12-08,0.06072465763991083,0.0013333333333333333,-0.0006300614666666668,0.05876126283991083,0.9052417281283879,0.059391324306577495,0.8920079690023712
2023-12-09,0.005067135585365239,0.0013333333333333335,7.782623333333315e-05,0.003811628485365239,0.9086921732854634,0.003733802252031906,0.8953385503658626
2023-12-10,-0.017889948562165598,0.0013333333333333333,0.0022036066999999997,-0.01701967519549893,0.8932265276434527,-0.01922328189549893,0.8781272050202723
2023-12-11,-0.040343018998172935,0.0003333333333333333,0.0004311455666666669,-0.0402452067648396,0.8572784413506023,-0.040676352331506266,0.8424081934369869
2023-12-12,0.06892675333148601,0.0016666666666666668,0.0015567395666666664,0.06881682623148602,0.9162736228810259,0.06726008666481935,0.8990686415347127
2023-12-13,-0.09187425886958096,0.0006666666666666666,0.0013545459333333333,-0.09118637960291429,0.8327219484848591,-0.09254092553624763,0.8158679973264735
2023-12-14,0.016921040878798345,0.0006666666666666666,0.0008512462,0.017105620412131678,0.8469661740444917,0.01625437421213168,0.8291294210627205
2023-12-15,0.008582729683702106,0.0013333333333333335,0.0014233211666666665,0.008672717517035439,0.8543116724184637,0.007249396350368772,0.8351401088617559
2023-12-16,0.007410034609498483,0.0013333333333333335,1.8310166666666693e-05,0.006095011442831817,0.859518711837599,0.00607670127616515,0.8402150058270529
2023-12-17,-0.015365985499693443,0.0009999999999999998,0.0004061101666666667,-0.015959875333026775,0.8458009003502671,-0.016365985499693442,0.8264640592250625
2023-12-18,-0.007317309762670606,0.0006666666666666666,-0.00040822813333333337,-0.008392204562670607,0.8387027661752366,-0.007983976429337273,0.8198655896565152
2023-12-19,0.027707283194768558,0.0013333333333333333,0.0006547478333333333,0.02702869769476856,0.8613718096979532,0.026373949861435226,0.8414886836112322
2023-12-20,0.04136963710493753,0.0003333333333333333,0.0006191568333333332,0.041655460604937536,0.89725264918303,0.0410363037716042,0.87602026885227
2023-12-21,-0.04792217072745845,0.0013333333333333333,0.0011692919999999997,-0.04808621206079178,0.8541071680223077,-0.04925550406079178,0.8328714489424811
2023-12-22,0.09683068024916137,0.0006666666666666666,-0.000608907133333333,0.09555510644916138,0.935721469381671,0.09616401358249471,0.9129637102710578
2023-12-23,0.024279040553278338,0.0013333333333333333,0.0005545474999999998,0.023500254719945005,0.9577111622590615,0.022945707219945006,0.9339123082693722
2023-12-24,0.06507409999875387,0.0006666666666666666,0.00043641826666666655,0.06484385159875387,1.0198128427390583,0.0644074333320872,0.9940632030022475
2023-12-25,0.04204610713456499,0.0013333333333333333,0.0012794623333333332,0.04199223613456499,1.0626370644444187,0.04071277380123166,1.0345342733302059
2023-12-26,-0.09097128587763433,0.0013333333333333333,-8.954553333333313e-05,-0.092394164744301,0.9644556004487408,-0.09230461921096766,0.9390419811697661
2023-12-27,-0.002376143133773361,0.0009999999999999998,0.00013701503333333337,-0.003239128100440028,0.9613316052117005,-0.003376143133773361,0.9358716410327149
2023-12-28,0.001982078737183625,0.0013333333333333335,-1.285173333333365e-05,0.0006358936705169577,0.9619429098947224,0.0006487454038502914,0.9364787834584286
2023-12-29,0.016627469515497983,0.0013333333333333335,-5.979463333333386e-05,0.015234341548831316,0.9765974767345353,0.01529413618216465,0.9508014175043497
2023-12-30,-0.0202382628955049,0.0013333333333333335,0.0004574058999999999,-0.021114190328838232,0.9559774117360992,-0.02157159622883823,0.9302911132321389
2023-12-31,-0.005856674114403714,0.0016666666666666668,0.0021786935666666665,-0.0053446472144037145,0.9508680497254309,-0.007523340781070381,0.9232922161616921
2024-01-01,-0.06171136781753597,0.0009999999999999998,0.0018059877,-0.060905380117535976,0.8929550697152835,-0.06271136781753597,0.8653912983909083
2024-01-02,-0.026668163347575456,0.0013333333333333333,0.00030159496666666704,-0.027699901714242123,0.868220302048936,-0.02800149668090879,0.8411590468213279
2024-01-03,0.038939971176719546,0.0006666666666666666,0.0009481332666666667,0.03922143777671954,0.9022731506022329,0.038273304510052876,0.8733529831617065
2024-01-04,0.08566416429974746,0.0013333333333333333,0.0012476188333333334,0.08557844979974746,0.979488288126706,0.08433083096641412,0.9470035659587299
2024-01-05,0.030009359542271206,0.0009999999999999998,0.00047435049999999986,0.029483710042271204,1.0083672368036343,0.029009359542271206,0.9744755328914396
2024-01-06,0.021347922248813357,0.0003333333333333333,0.0002603620333333333,0.021274950948813355,1.0298202003050219,0.021014588915480022,0.9949537356233465
2024-01-07,-0.024033255170544963,0.0006666666666666666,0.00031270989999999997,-0.02438721193721163,1.0047057568229616,-0.02469992183721163,0.9703784561218082
2024-01-08,0.0006225129393752429,0.0003333333333333333,0.000377418,0.0006665976060419097,1.0053754912752362,0.0002891796060419096,0.9706590697814609
2024-01-09,-0.01744665768004816,0.0013333333333333333,0.0012704106333333333,-0.01750958038004816,0.987771788298622,-0.018779991013381493,0.9524301011739078
2024-01-10,-0.003630371598035774,0.0013333333333333333,0.0021411048333333333,-0.0028226000980357737,0.9849837035521333,-0.004963704931369107,0.9477025191839265
2024-01-11,-0.019397470412397144,0.0003333333333333333,0.0015132559333333332,-0.018217547812397147,0.9670397158382402,-0.01973080374573048,0.9290035867685741
2024-01-12,0.048157794917536835,0.0006666666666666666,0.0009262505999999999,0.04841737885087016,1.0138612441238182,0.047491128250870165,0.9731230152533188
2024-01-13,0.04720432671691991,0.0013333333333333335,0.00015702440000000002,0.046028017783586575,1.0605272674984385,0.04587099338358658,1.0177611346474196
2024-01-14,0.0010434730794709112,0.0013333333333333333,-0.00019874783333333326,-0.0004886080871957554,1.060009085298847,-0.00028986025386242204,1.0174661261465594
2024-01-15,-0.04761178031273831,0.0009999999999999998,0.0010337351333333333,-0.047578045179404976,1.0095759251479188,-0.04861178031273831,0.96800528634667
2024-01-16,0.026611526074703296,0.0003333333333333333,0.0005725561,0.02685074884136996,1.0366837947503593,0.02627819274136996,0.9934427158359529
