,rate_fraction
2026-03-27 15:59:55.589000+00:00,0.00010068163831
2026-03-27 19:59:55.589000+00:00,0.00010000341209
2026-03-27 23:59:55.589000+00:00,0.00010000001298
2026-03-28 03:59:55.589000+00:00,0.00010000001298
2026-03-28 07:59:55.580000+00:00,0.00010000000021
2026-03-28 11:59:55.580000+00:00,0.00010000000021
2026-03-28 15:59:55.580000+00:00,0.00010000000021
2026-03-28 19:59:55.580000+00:00,0.00010000000021
2026-03-28 23:59:55.580000+00:00,0.00010000000021
2026-03-29 03:59:55.580000+00:00,0.00010000000021
2026-03-29 07:59:55.580000+00:00,0.00010000000021
2026-03-29 11:59:55.580000+00:00,0.00010000000021
2026-03-29 15:59:55.580000+00:00,0.00010000000021
2026-03-29 19:59:55.580000+00:00,0.00010000000021
2026-03-29 23:59:55.580000+00:00,9.926550905e-05
2026-03-30 03:59:55.580000+00:00,0.0001000445409
2026-03-30 07:59:59.786000+00:00,0.00010000002907
2026-03-30 11:59:59.786000+00:00,0.00010077908335
2026-03-30 15:59:59.786000+00:00,0.00010000304332
2026-03-30 19:59:59.786000+00:00,0.00010000001298
2026-03-30 23:59:59.786000+00:00,0.00010000001298
2026-03-31 03:59:59.786000+00:00,0.00010000011904
2026-03-31 07:59:56.248000+00:00,0.00010000000795
2026-03-31 11:59:56.248000+00:00,0.00010000000795
2026-03-31 15:59:56.248000+00:00,9.995850076e-05
2026-03-31 19:59:56.248000+00:00,9.999376391e-05
2026-03-31 23:59:56.248000+00:00,9.999997369e-05
2026-04-01 03:59:56.248000+00:00,9.999998702e-05
2026-04-01 07:59:56.468000+00:00,9.992457526e-05
2026-04-01 11:59:56.468000+00:00,9.952793172e-05
2026-04-01 15:59:56.468000+00:00,9.86847862e-05
2026-04-01 19:59:56.468000+00:00,9.999486244e-05
2026-04-01 23:59:56.468000+00:00,9.966937788e-05
2026-04-02 03:59:56.468000+00:00,9.945343733e-05
2026-04-02 07:59:55.281000+00:00,9.999937969e-05
2026-04-02 11:59:55.281000+00:00,9.998022499e-05
2026-04-02 15:59:55.281000+00:00,9.851905488e-05
2026-04-02 19:59:55.281000+00:00,9.593196824e-05
2026-04-02 23:59:55.281000+00:00,9.707611083e-05
2026-04-03 03:59:55.281000+00:00,8.97170044e-05
2026-04-03 07:59:55.281000+00:00,9.887271389e-05
2026-04-03 11:59:55.281000+00:00,9.678737847e-05
2026-04-03 15:59:55.281000+00:00,9.983738227e-05
2026-04-03 19:59:55.281000+00:00,9.998808335e-05
2026-04-03 23:59:55.281000+00:00,9.990799013e-05
2026-04-04 03:59:55.830000+00:00,9.695582202e-05
2026-04-04 07:59:55.989000+00:00,9.997737807e-05
2026-04-04 11:59:55.989000+00:00,9.963182312e-05
2026-04-04 15:59:55.989000+00:00,9.930938521e-05
2026-04-04 19:59:55.989000+00:00,9.996620331e-05
2026-04-04 23:59:55.989000+00:00,9.997281847e-05
2026-04-05 03:59:55.989000+00:00,9.999989332e-05
2026-04-05 07:59:55.989000+00:00,9.968501277e-05
2026-04-05 11:59:55.989000+00:00,9.897781351e-05
2026-04-05 15:59:55.989000+00:00,9.98387804e-05
2026-04-05 19:59:55.989000+00:00,9.994814878e-05
2026-04-05 23:59:55.989000+00:00,9.494439745e-05
2026-04-06 03:59:55.989000+00:00,9.926086014e-05
2026-04-06 07:59:59.637000+00:00,8.864039812e-05
2026-04-06 11:59:59.637000+00:00,4.746691764e-05
2026-04-06 15:59:59.637000+00:00,1.61499729e-05
2026-04-06 19:59:59.637000+00:00,-1.433172377e-05
2026-04-06 23:59:59.637000+00:00,7.829243791e-05
2026-04-07 03:59:59.637000+00:00,9.871473806e-05
2026-04-07 07:59:56.461000+00:00,9.730472287e-05
2026-04-07 11:59:56.461000+00:00,9.577036697e-05
2026-04-07 15:59:55.806000+00:00,9.977301382e-05
2026-04-07 19:59:55.806000+00:00,9.906682223e-05
2026-04-07 23:59:55.806000+00:00,9.300767726e-05
2026-04-08 03:59:55.806000+00:00,9.957551785e-05
2026-04-08 07:59:57.516000+00:00,7.838327453e-05
2026-04-08 11:59:57.516000+00:00,2.559285691e-05
2026-04-08 15:59:57.516000+00:00,5.43160722e-05
2026-04-08 19:59:57.516000+00:00,3.973896593e-05
2026-04-08 23:59:57.516000+00:00,7.295468088e-05
2026-04-09 03:59:57.516000+00:00,9.874618335e-05
2026-04-09 07:59:57.816000+00:00,9.664857062e-05
2026-04-09 11:59:57.816000+00:00,3.182811077e-05
2026-04-09 15:59:57.816000+00:00,5.022518765e-05
2026-04-09 19:59:57.816000+00:00,4.793048525e-05
2026-04-09 23:59:57.816000+00:00,7.491682852e-05
2026-04-10 03:59:57.816000+00:00,7.015387964e-05
2026-04-10 07:59:58.411000+00:00,4.00550756e-05
2026-04-10 11:59:58.411000+00:00,4.204579846e-05
2026-04-10 15:59:58.411000+00:00,-4.768990512e-05
2026-04-10 19:59:58.411000+00:00,-0.00010324535155
2026-04-10 23:59:58.411000+00:00,-0.00013914063537
2026-04-11 03:59:58.411000+00:00,-2.202414862e-05
2026-04-11 07:59:58.411000+00:00,9.470921433e-05
2026-04-11 11:59:58.411000+00:00,7.6781895e-07
2026-04-11 15:59:58.411000+00:00,6.430642706e-05
2026-04-11 19:59:58.411000+00:00,5.20342674e-05
2026-04-11 23:59:58.411000+00:00,8.763781684e-05
2026-04-12 03:59:58.411000+00:00,7.022089207e-05
2026-04-12 07:59:58.411000+00:00,8.064447333e-05
2026-04-12 11:59:58.411000+00:00,9.100344144e-05
2026-04-12 15:59:58.411000+00:00,8.842002835e-05
2026-04-12 19:59:58.411000+00:00,4.221582846e-05
2026-04-12 23:59:58.411000+00:00,9.141640497e-05
2026-04-13 03:59:58.411000+00:00,9.859043239e-05
2026-04-13 07:59:59.687000+00:00,9.586663292e-05
2026-04-13 11:59:59.687000+00:00,9.581745769e-05
2026-04-13 15:59:59.687000+00:00,6.290044202e-05
2026-04-13 19:59:59.687000+00:00,-5.370175339e-05
2026-04-13 23:59:59.687000+00:00,-8.787325368e-05
2026-04-14 03:59:59.687000+00:00,-7.622737149e-05
2026-04-14 07:59:55.058000+00:00,9.12022917e-06
2026-04-14 11:59:55.058000+00:00,1.6483471e-06
2026-04-14 15:59:55.058000+00:00,-0.00014422737423
2026-04-14 19:59:55.058000+00:00,-0.00036274627099
2026-04-14 23:59:55.058000+00:00,-4.047534557e-05
2026-04-15 03:59:55.058000+00:00,3.212660768e-05
2026-04-15 07:59:58.594000+00:00,3.074964804e-05
2026-04-15 11:59:58.594000+00:00,-3.78230815e-05
2026-04-15 15:59:58.594000+00:00,1.715746473e-05
2026-04-15 19:59:58.594000+00:00,-6.707718739e-05
2026-04-15 23:59:58.594000+00:00,-0.00012327492811
2026-04-16 03:59:58.594000+00:00,-0.00014715815012
2026-04-16 07:59:59.055000+00:00,3.795657836e-05
2026-04-16 11:59:59.055000+00:00,-0.00012694555372
2026-04-16 15:59:59.055000+00:00,5.782950324e-05
2026-04-16 19:59:59.055000+00:00,4.822366544e-05
2026-04-16 23:59:59.055000+00:00,-5.960750114e-05
2026-04-17 03:59:59.055000+00:00,-3.247362959e-05
2026-04-17 07:59:56.033000+00:00,-5.052929277e-05
2026-04-17 11:59:56.033000+00:00,-4.216821937e-05
2026-04-17 15:59:56.033000+00:00,-0.0001484406421
2026-04-17 19:59:56.033000+00:00,-2.779978469e-05
2026-04-17 23:59:56.033000+00:00,1.17717844e-05
2026-04-18 03:59:56.033000+00:00,-0.00017028358403
2026-04-18 07:59:58.866000+00:00,-3.865735991e-05
2026-04-18 11:59:58.866000+00:00,-2.151336192e-05
2026-04-18 15:59:58.866000+00:00,7.220706422e-05
2026-04-18 19:59:58.866000+00:00,8.044477759e-05
2026-04-18 23:59:58.866000+00:00,9.184789337e-05
2026-04-19 03:59:58.866000+00:00,9.963410312e-05
2026-04-19 07:59:58.866000+00:00,9.566876054e-05
2026-04-19 11:59:58.866000+00:00,9.528082747e-05
2026-04-19 15:59:58.866000+00:00,7.979914656e-05
2026-04-19 19:59:58.866000+00:00,6.985519158e-05
2026-04-19 23:59:58.866000+00:00,9.930053028e-05
2026-04-20 03:59:58.866000+00:00,2.703531715e-05
2026-04-20 07:59:57.051000+00:00,9.229112693e-05
2026-04-20 11:59:57.051000+00:00,9.812580766e-05
2026-04-20 15:59:57.051000+00:00,8.234501011e-05
2026-04-20 19:59:57.051000+00:00,-0.00010974895522
2026-04-20 23:59:57.051000+00:00,3.657819926e-05
2026-04-21 03:59:57.051000+00:00,8.708109021e-05
2026-04-21 07:59:58.416000+00:00,7.850825514e-05
2026-04-21 11:59:58.416000+00:00,6.498490947e-05
2026-04-21 15:59:58.416000+00:00,-2.26837546e-05
2026-04-21 19:59:58.416000+00:00,1.87596882e-05
2026-04-21 23:59:58.416000+00:00,6.08965108e-06
2026-04-22 03:59:58.416000+00:00,-0.00010503881019
2026-04-22 07:59:58.315000+00:00,-0.0002227293406
2026-04-22 11:59:57.255000+00:00,-0.00046613656645
2026-04-22 15:59:57.255000+00:00,-0.00028026781943
2026-04-22 19:59:57.255000+00:00,5.938550042e-05
2026-04-22 23:59:57.255000+00:00,-0.00013249379361
2026-04-23 03:59:57.255000+00:00,9.688407633e-05
2026-04-23 07:59:59.216000+00:00,9.999821966e-05
2026-04-23 11:59:59.216000+00:00,9.994661652e-05
2026-04-23 15:59:59.216000+00:00,9.193365504e-05
2026-04-23 19:59:59.216000+00:00,6.626904392e-05
2026-04-23 23:59:59.216000+00:00,8.223306448e-05
2026-04-24 03:59:59.216000+00:00,7.360254605e-05
2026-04-24 07:59:56.295000+00:00,9.082418995e-05
2026-04-24 11:59:56.295000+00:00,-5.360269517e-05
2026-04-24 15:59:56.295000+00:00,-4.52715121e-05
2026-04-24 19:59:56.295000+00:00,-0.00024316820647
2026-04-24 23:59:56.295000+00:00,-0.00013800227596
2026-04-25 03:59:56.295000+00:00,-5.812772681e-05
2026-04-25 07:59:56.295000+00:00,-6.64978048e-06
2026-04-25 11:59:56.295000+00:00,2.3088116e-05
2026-04-25 15:59:56.295000+00:00,-8.870629449e-05
2026-04-25 19:59:56.295000+00:00,-2.54446696e-06
2026-04-25 23:59:56.295000+00:00,2.9080231e-06
2026-04-26 03:59:56.295000+00:00,9.01088708e-05
2026-04-26 07:59:56.295000+00:00,-0.00010645255508
2026-04-26 11:59:56.295000+00:00,-9.986863258e-05
2026-04-26 15:59:56.295000+00:00,-0.0001221356626
2026-04-26 19:59:56.295000+00:00,-0.00015701729824
2026-04-26 23:59:56.295000+00:00,-0.00013199906494
2026-04-27 03:59:56.295000+00:00,-0.00018457719675
2026-04-27 07:59:57.632000+00:00,4.273027977e-05
2026-04-27 11:59:57.632000+00:00,9.375281502e-05
2026-04-27 15:59:57.632000+00:00,7.449151049e-05
2026-04-27 19:59:57.632000+00:00,-8.095412465e-05
2026-04-27 23:59:57.632000+00:00,-0.00013971734115
2026-04-28 03:59:57.632000+00:00,-8.411572188e-05
2026-04-28 07:59:55.379000+00:00,-5.947957571e-05
2026-04-28 11:59:55.379000+00:00,-6.451544711e-05
2026-04-28 15:59:55.379000+00:00,-0.00013801304751
2026-04-28 19:59:55.379000+00:00,-9.924249552e-05
2026-04-28 23:59:55.379000+00:00,-0.00027991405657
2026-04-29 03:59:55.379000+00:00,-0.00034934194959
2026-04-29 07:59:58.108000+00:00,-0.00039466830855
2026-04-29 11:59:58.108000+00:00,-0.00046066558428
2026-04-29 15:59:58.108000+00:00,-0.00013912638445
2026-04-29 19:59:58.108000+00:00,3.073368067e-05
2026-04-29 23:59:58.108000+00:00,-0.00014329638031
2026-04-30 03:59:58.108000+00:00,-8.229614889e-05
2026-04-30 07:59:58.477000+00:00,-3.933139823e-05
2026-04-30 11:59:58.477000+00:00,-6.883984203e-05
2026-04-30 15:59:58.477000+00:00,-0.00033894668994
2026-04-30 19:59:58.477000+00:00,-0.00026119567529
2026-04-30 23:59:58.477000+00:00,-0.00019985236158
2026-05-01 03:59:58.477000+00:00,-0.00017830585285
2026-05-01 07:59:58.477000+00:00,9.825264742e-05
2026-05-01 11:59:58.477000+00:00,7.725539989e-05
2026-05-01 15:59:58.477000+00:00,9.98908215e-05
2026-05-01 19:59:58.477000+00:00,9.662609742e-05
2026-05-01 23:59:58.477000+00:00,9.852249757e-05
2026-05-02 03:59:58.477000+00:00,9.880772695e-05
2026-05-02 07:59:59.075000+00:00,-3.887593372e-05
2026-05-02 11:59:59.873000+00:00,-7.438530563e-05
2026-05-02 15:59:59.873000+00:00,9.796001501e-05
2026-05-02 19:59:59.873000+00:00,7.702265888e-05
2026-05-02 23:59:59.873000+00:00,-0.00014304788138
2026-05-03 03:59:59.873000+00:00,-0.00024881327004
2026-05-03 07:59:59.873000+00:00,2.415194582e-05
2026-05-03 11:59:59.873000+00:00,7.002784114e-05
2026-05-03 15:59:59.873000+00:00,1.167287756e-05
2026-05-03 19:59:59.873000+00:00,8.045345738e-05
2026-05-03 23:59:59.873000+00:00,-7.381696551e-05
2026-05-04 03:59:59.873000+00:00,5.919348927e-05
2026-05-04 07:59:57.963000+00:00,9.342172831e-05
2026-05-04 11:59:57.963000+00:00,9.997193096e-05
2026-05-04 15:59:57.962000+00:00,4.497106306e-05
2026-05-04 19:59:57.962000+00:00,-4.186658864e-05
2026-05-04 23:59:57.963000+00:00,-0.00013770569202
2026-05-05 03:59:57.962000+00:00,-0.00011150416644
2026-05-05 07:59:58.375000+00:00,-0.00012170467088
2026-05-05 11:59:58.375000+00:00,-7.499526697e-05
2026-05-05 15:59:58.375000+00:00,7.169080725e-05
2026-05-05 19:59:58.375000+00:00,9.981000497e-05
2026-05-05 23:59:58.375000+00:00,9.999925786e-05
2026-05-06 03:59:58.375000+00:00,9.999998702e-05
2026-05-06 07:59:58.785000+00:00,9.999999903e-05
2026-05-06 11:59:58.785000+00:00,9.999999903e-05
2026-05-06 15:59:58.785000+00:00,9.999999903e-05
2026-05-06 19:59:58.785000+00:00,9.999999903e-05
2026-05-06 23:59:58.785000+00:00,9.999999903e-05
2026-05-07 03:59:58.785000+00:00,9.999999903e-05
2026-05-07 07:59:58.967000+00:00,9.999999979e-05
2026-05-07 11:59:58.967000+00:00,9.999604756e-05
2026-05-07 15:59:58.967000+00:00,9.999998553e-05
2026-05-07 19:59:58.967000+00:00,9.999998702e-05
2026-05-07 23:59:58.967000+00:00,9.999998702e-05
2026-05-08 03:59:58.967000+00:00,9.999998702e-05
2026-05-08 07:59:59.794000+00:00,9.999999927e-05
2026-05-08 11:59:59.794000+00:00,9.999999927e-05
2026-05-08 15:59:59.794000+00:00,9.999999927e-05
2026-05-08 19:59:59.794000+00:00,9.999999927e-05
2026-05-08 23:59:59.794000+00:00,9.999999927e-05
2026-05-09 03:59:59.794000+00:00,9.999839483e-05
2026-05-09 07:59:59.794000+00:00,9.287883943e-05
2026-05-09 11:59:59.794000+00:00,9.802524096e-05
2026-05-09 15:59:59.794000+00:00,9.996892415e-05
2026-05-09 19:59:59.794000+00:00,7.992614245e-05
2026-05-09 23:59:59.794000+00:00,9.594790533e-05
2026-05-10 03:59:59.794000+00:00,9.998417153e-05
2026-05-10 07:59:59.794000+00:00,9.118984874e-05
2026-05-10 11:59:59.794000+00:00,7.194556793e-05
2026-05-10 15:59:59.794000+00:00,5.714495918e-05
2026-05-10 19:59:59.794000+00:00,6.566238375e-05
2026-05-10 23:59:59.794000+00:00,1.686252389e-05
2026-05-11 03:59:59.794000+00:00,8.076386177e-05
2026-05-11 07:59:58.777000+00:00,9.749981757e-05
2026-05-11 11:59:58.777000+00:00,9.999023363e-05
2026-05-11 15:59:58.777000+00:00,9.967082282e-05
2026-05-11 19:59:58.777000+00:00,4.033891566e-05
2026-05-11 23:59:58.777000+00:00,-1.3146085e-05
2026-05-12 03:59:58.777000+00:00,7.513178584e-05
2026-05-12 07:59:57.658000+00:00,6.981305796e-05
2026-05-12 11:59:57.658000+00:00,9.629746648e-05
2026-05-12 15:59:57.658000+00:00,9.300439045e-05
2026-05-12 19:59:57.658000+00:00,8.404504033e-05
2026-05-12 23:59:57.658000+00:00,5.71345923e-05
2026-05-13 03:59:57.658000+00:00,-1.893885503e-05
2026-05-13 07:59:57.658000+00:00,7.12576376e-05
2026-05-13 11:59:57.658000+00:00,8.54661079e-05
2026-05-13 15:59:57.658000+00:00,9.994116945e-05
2026-05-13 19:59:57.658000+00:00,9.247178523e-05
2026-05-13 23:59:57.658000+00:00,9.99705929e-05
2026-05-14 03:59:57.658000+00:00,9.999988514e-05
2026-05-14 07:59:57.658000+00:00,9.999809953e-05
2026-05-14 11:59:57.658000+00:00,0.00010015042489
2026-05-14 15:59:57.658000+00:00,-0.00018597728297
2026-05-14 19:59:57.658000+00:00,-0.00029634643432
2026-05-14 23:59:57.658000+00:00,4.256354295e-05
2026-05-15 03:59:57.658000+00:00,-0.00010471804568
2026-05-15 07:59:57.658000+00:00,9.870550744e-05
2026-05-15 11:59:57.658000+00:00,9.999903288e-05
2026-05-15 15:59:57.658000+00:00,4.953735613e-05
2026-05-15 19:59:57.658000+00:00,-4.093891028e-05
2026-05-15 23:59:57.658000+00:00,8.456648603e-05
2026-05-16 03:59:57.658000+00:00,9.98667917e-05
2026-05-16 07:59:57.658000+00:00,-2.203836632e-05
2026-05-16 11:59:57.658000+00:00,8.64556494e-05
2026-05-16 15:59:57.658000+00:00,-0.00026609348292
2026-05-16 19:59:57.658000+00:00,-0.00022309136741
2026-05-16 23:59:57.658000+00:00,-0.00019238485449
2026-05-17 03:59:57.658000+00:00,-0.00030742569363
2026-05-17 07:59:57.658000+00:00,-0.00027389496139
2026-05-17 11:59:57.658000+00:00,-0.0002070432797
2026-05-17 15:59:57.658000+00:00,4.360627396e-05
2026-05-17 19:59:57.658000+00:00,9.977934104e-05
2026-05-17 23:59:57.658000+00:00,9.632377614e-05
2026-05-18 03:59:57.658000+00:00,9.99856356e-05
2026-05-18 07:59:58.097000+00:00,9.999999979e-05
2026-05-18 11:59:58.097000+00:00,9.999999979e-05
2026-05-18 15:59:58.097000+00:00,9.990434783e-05
2026-05-18 19:59:58.097000+00:00,9.823948167e-05
2026-05-18 23:59:58.097000+00:00,9.972112155e-05
2026-05-19 03:59:58.097000+00:00,9.999872423e-05
2026-05-19 07:59:55.791000+00:00,9.999998702e-05
2026-05-19 11:59:55.791000+00:00,9.999998702e-05
2026-05-19 15:59:55.791000+00:00,9.55024059e-05
2026-05-19 19:59:55.791000+00:00,-3.043880553e-05
2026-05-19 23:59:55.791000+00:00,9.72446584e-05
2026-05-20 03:59:55.791000+00:00,9.998923697e-05
2026-05-20 07:59:57.029000+00:00,9.996194792e-05
2026-05-20 11:59:57.029000+00:00,9.999985117e-05
2026-05-20 15:59:57.029000+00:00,9.999998702e-05
2026-05-20 19:59:57.029000+00:00,9.971553052e-05
2026-05-20 23:59:57.029000+00:00,9.999888874e-05
2026-05-21 03:59:57.029000+00:00,9.999998702e-05
2026-05-21 07:59:57.217000+00:00,9.99999987e-05
2026-05-21 11:59:57.217000+00:00,9.962209579e-05
2026-05-21 15:59:57.217000+00:00,9.999818347e-05
2026-05-21 19:59:57.217000+00:00,9.948267873e-05
2026-05-21 23:59:57.217000+00:00,9.273337736e-05
2026-05-22 03:59:57.217000+00:00,6.255992131e-05
2026-05-22 07:59:57.435000+00:00,7.756526577e-05
2026-05-22 11:59:57.435000+00:00,9.451311166e-05
2026-05-22 15:59:57.435000+00:00,9.989128204e-05
2026-05-22 19:59:57.435000+00:00,9.999957527e-05
2026-05-22 23:59:57.435000+00:00,9.999998702e-05
2026-05-23 03:59:57.435000+00:00,9.999998702e-05
2026-05-23 07:59:57.435000+00:00,9.999998702e-05
2026-05-23 11:59:57.435000+00:00,8.770019695e-05
2026-05-23 15:59:57.435000+00:00,9.995108438e-05
2026-05-23 19:59:57.435000+00:00,8.596426169e-05
2026-05-23 23:59:57.435000+00:00,9.958696763e-05
2026-05-24 03:59:57.435000+00:00,8.973707455e-05
2026-05-24 07:59:57.435000+00:00,6.026565192e-05
2026-05-24 11:59:57.435000+00:00,9.228645521e-05
2026-05-24 15:59:57.435000+00:00,9.966683865e-05
2026-05-24 19:59:57.435000+00:00,9.99914133e-05
2026-05-24 23:59:57.435000+00:00,8.690889078e-05
2026-05-25 03:59:57.435000+00:00,-0.00012679460772
2026-05-25 07:59:55.956000+00:00,-0.00013056730861
2026-05-25 11:59:55.956000+00:00,-0.00021556561748
2026-05-25 15:59:55.956000+00:00,-0.00030857234831
2026-05-25 19:59:55.956000+00:00,-0.00020274433946
2026-05-25 23:59:55.956000+00:00,-0.00022046680395
2026-05-26 03:59:55.956000+00:00,-0.00010923903634
2026-05-26 07:59:59.029000+00:00,-2.089822122e-05
2026-05-26 11:59:59.029000+00:00,5.96241546e-05
2026-05-26 15:59:59.029000+00:00,9.8897573e-05
2026-05-26 19:59:59.029000+00:00,9.999313444e-05
2026-05-26 23:59:59.029000+00:00,9.999997119e-05
2026-05-27 03:59:59.029000+00:00,9.999998702e-05
2026-05-27 07:59:58.277000+00:00,9.997544446e-05
2026-05-27 11:59:58.277000+00:00,6.542615037e-05
2026-05-27 15:59:58.277000+00:00,9.970966519e-05
2026-05-27 19:59:58.277000+00:00,9.999886585e-05
2026-05-27 23:59:58.277000+00:00,9.999998702e-05
2026-05-28 03:59:58.277000+00:00,9.931594893e-05
2026-05-28 07:59:56.859000+00:00,9.999902078e-05
2026-05-28 11:59:56.859000+00:00,9.999998702e-05
2026-05-28 15:59:56.859000+00:00,9.999998702e-05
2026-05-28 19:59:56.859000+00:00,9.999357051e-05
2026-05-28 23:59:56.859000+00:00,-0.00032991772484
2026-05-29 03:59:56.859000+00:00,-0.00061052872163
2026-05-29 07:59:57.101000+00:00,-0.00057079626708
2026-05-29 11:59:57.101000+00:00,9.73638989e-05
2026-05-29 15:59:57.101000+00:00,9.998970279e-05
2026-05-29 19:59:57.101000+00:00,9.999996028e-05
2026-05-29 23:59:57.101000+00:00,9.973648316e-05
2026-05-30 03:59:57.101000+00:00,9.999897061e-05
2026-05-30 07:59:57.101000+00:00,9.913577095e-05
2026-05-30 11:59:57.101000+00:00,9.991999001e-05
2026-05-30 15:59:57.101000+00:00,9.920645583e-05
2026-05-30 19:59:57.101000+00:00,9.999690022e-05
2026-05-30 23:59:57.101000+00:00,9.999998702e-05
2026-05-31 03:59:57.101000+00:00,9.999998702e-05
2026-05-31 07:59:57.101000+00:00,9.999998702e-05
2026-05-31 11:59:57.101000+00:00,9.999998702e-05
2026-05-31 15:59:57.101000+00:00,9.998843218e-05
2026-05-31 19:59:57.101000+00:00,9.999995424e-05
2026-05-31 23:59:57.101000+00:00,9.999998702e-05
2026-06-01 03:59:57.101000+00:00,9.999998702e-05
2026-06-01 07:59:57.101000+00:00,9.999998702e-05
2026-06-01 11:59:57.101000+00:00,9.999998702e-05
2026-06-01 15:59:57.101000+00:00,0.0001001251909
2026-06-01 19:59:57.101000+00:00,0.00010001726669
2026-06-01 23:59:57.101000+00:00,0.00010000006739
2026-06-02 03:59:57.101000+00:00,0.00010000001298
2026-06-02 07:59:57.101000+00:00,0.00010117598223
2026-06-02 11:59:57.101000+00:00,0.00010015793462
2026-06-02 15:59:57.101000+00:00,0.00010311417102
2026-06-02 19:59:57.101000+00:00,0.00010088127465
2026-06-02 23:59:57.101000+00:00,0.00010000344254
2026-06-03 03:59:57.101000+00:00,8.71191131e-05
2026-06-03 07:59:57.343000+00:00,9.999562569e-05
2026-06-03 11:59:57.343000+00:00,9.99999829e-05
2026-06-03 15:59:57.343000+00:00,9.999998702e-05
2026-06-03 19:59:57.343000+00:00,9.999998702e-05
2026-06-03 23:59:57.343000+00:00,9.999998702e-05
2026-06-04 03:59:57.343000+00:00,9.94227091e-05
2026-06-04 07:59:57.343000+00:00,9.999774495e-05
2026-06-04 11:59:57.343000+00:00,9.996030929e-05
2026-06-04 15:59:57.343000+00:00,9.999984462e-05
2026-06-04 19:59:57.343000+00:00,9.999998702e-05
2026-06-04 23:59:57.343000+00:00,9.999998702e-05
2026-06-05 03:59:57.343000+00:00,9.999998702e-05
2026-06-05 07:59:59.944000+00:00,0.00015823472436
2026-06-05 11:59:59.944000+00:00,0.00010036438039
2026-06-05 15:59:59.944000+00:00,0.00010797944998
2026-06-05 19:59:59.944000+00:00,0.00010406159465
2026-06-05 23:59:59.944000+00:00,0.00013097427667
2026-06-06 03:59:59.944000+00:00,0.00010012099332
2026-06-06 07:59:59.944000+00:00,0.00010000047272
2026-06-06 11:59:59.944000+00:00,0.00010000001298
2026-06-06 15:59:59.944000+00:00,9.997701158e-05
2026-06-06 19:59:59.944000+00:00,9.999991032e-05
2026-06-06 23:59:59.944000+00:00,9.999998702e-05
2026-06-07 03:59:59.944000+00:00,9.999998702e-05
2026-06-07 07:59:59.944000+00:00,9.999998702e-05
2026-06-07 11:59:59.944000+00:00,9.999998702e-05
2026-06-07 15:59:59.944000+00:00,9.999998702e-05
2026-06-07 19:59:59.944000+00:00,9.999998702e-05
2026-06-07 23:59:59.944000+00:00,0.00010027892442
2026-06-08 03:59:59.944000+00:00,0.00010089257612
2026-06-08 07:59:56.396000+00:00,0.0001000007238
2026-06-08 11:59:56.396000+00:00,0.00010000001298
2026-06-08 15:59:56.396000+00:00,0.00010000001298
2026-06-08 19:59:56.396000+00:00,0.00010000001298
2026-06-08 23:59:56.396000+00:00,0.00010000001298
2026-06-09 03:59:56.396000+00:00,0.00010000001298
2026-06-09 07:59:57.275000+00:00,0.00010000279501
